Year	Mnth	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	NINO_db6_J1_W1	NINO_db6_J1_V1	PDO_fk4_J2_W1	PDO_fk4_J2_W2	PDO_fk4_J2_V2	prcp_db4_J2_W1	prcp_db4_J2_W2	prcp_db4_J2_V2	srad_fk14_J1_W1	srad_fk14_J1_V1	tmax_db7_J1_W1	tmax_db7_J1_V1	tmax_db7_J1_W1	tmax_db7_J1_V1	tmin_sym4_J2_W1	tmin_sym4_J2_W2	tmin_sym4_J2_V2	CSI-S	CSI-C	Output_StrFlow(m3/s)	
1991	2	0.272663317	0.373997126	0.271469279	0.189739344	0.072532855	0.002540067	0.187085615	0.163764325	0.086742346	0.087296657	0.035298733	0.007783895	0.194532526	0.10360225	0.044818994	0.066259338	0.041255626	0.014922424	0.35650844	0.159408246	0.328332295	0.354602783	0.203852584	0.017503007	0.384981263	0.352375364	0.487079209	0.541683567	0.375115466	0.037878987	0.234279812	0.496079666	0.761611792	0.809602284	0.55975181	0.042572154	0.177380609	0.713034049	0.798804827	0.838266629	0.476863276	0.063430182	0.301527818	0.671297831	0.791686855	0.850977674	0.649898338	0.212391012	0.078440793	0.872329477	0.796552148	0.80123368	0.589080603	0.569405298	0.233112328	0.815487118	0.540019843	0.531955605	0.329022608	0.127834997	0.630306524	0.632591555	0.430280412	0.446818359	0.241572254	0.025981877	0.440328625	0.471101446	0.280104289	0.30719414	0.139451113	0.006717067	0.178459896	0.349644936	0.134688945	0.136272773	0.050871949	0.00771663	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.714212086	0.546623794	0.495309568	0.190921228	0.305410122	0.616801959	0.47266881	0.459662289	0.236315087	0.233856894	0.634712022	0.548231511	0.508442777	0.332443258	0.366492147	0.522613065	0.681672026	0.465290807	0.452603471	0.448516579	0.526478547	0.667202572	0.521575985	0.429906542	0.848167539	0.511532019	0.596463023	0.559099437	0.445927904	0.565445026	0.588841644	0.508038585	0.621013133	0.453938585	0.289703316	0.671176395	0.265273312	0.711069418	0.44459279	0.572425829	0.79177941	0.832797428	0.703564728	0.46728972	0.467713787	0.934931066	0.745980707	0.598499062	0.32176235	0.595113438	0.988017008	0.737942122	0.502814259	0.316421896	0.211169284	0.004715513	0.705330552	-0.041374719	0.07922978	0.45100967	0.005954435	-0.118949995	0.239213138	-0.011529542	0.298183777	0.040645351	0.210102537	0.040645351	0.210102537	0.023228336	0.001223612	0.682916348	0.866025404	0.5	0.003529753	
1991	3	0.681656577	0.505450171	0.231397522	0.152888524	0.062946327	0.003529753	0.272663317	0.373997126	0.271469279	0.189739344	0.072532855	0.002540067	0.187085615	0.163764325	0.086742346	0.087296657	0.035298733	0.007783895	0.194532526	0.10360225	0.044818994	0.066259338	0.041255626	0.014922424	0.35650844	0.159408246	0.328332295	0.354602783	0.203852584	0.017503007	0.384981263	0.352375364	0.487079209	0.541683567	0.375115466	0.037878987	0.234279812	0.496079666	0.761611792	0.809602284	0.55975181	0.042572154	0.177380609	0.713034049	0.798804827	0.838266629	0.476863276	0.063430182	0.301527818	0.671297831	0.791686855	0.850977674	0.649898338	0.212391012	0.078440793	0.872329477	0.796552148	0.80123368	0.589080603	0.569405298	0.233112328	0.815487118	0.540019843	0.531955605	0.329022608	0.127834997	0.630306524	0.632591555	0.430280412	0.446818359	0.241572254	0.025981877	0.440328625	0.471101446	0.280104289	0.30719414	0.139451113	0.006717067	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.714212086	0.546623794	0.495309568	0.190921228	0.305410122	0.616801959	0.47266881	0.459662289	0.236315087	0.233856894	0.634712022	0.548231511	0.508442777	0.332443258	0.366492147	0.522613065	0.681672026	0.465290807	0.452603471	0.448516579	0.526478547	0.667202572	0.521575985	0.429906542	0.848167539	0.511532019	0.596463023	0.559099437	0.445927904	0.565445026	0.588841644	0.508038585	0.621013133	0.453938585	0.289703316	0.671176395	0.265273312	0.711069418	0.44459279	0.572425829	0.79177941	0.832797428	0.703564728	0.46728972	0.467713787	0.934931066	0.745980707	0.598499062	0.32176235	0.595113438	-0.01742507	0.666917432	0.009724186	0.014602762	0.447615157	-0.01175872	-0.046288252	0.198890131	0.017294052	0.476381125	0.004607568	0.34759298	0.004607568	0.34759298	-0.023967836	0.004918363	0.815261156	1	6.12574E-17	0.007595115	
1991	4	0.511503475	0.626500403	0.36361836	0.301729549	0.148264186	0.007595115	0.681656577	0.505450171	0.231397522	0.152888524	0.062946327	0.003529753	0.272663317	0.373997126	0.271469279	0.189739344	0.072532855	0.002540067	0.187085615	0.163764325	0.086742346	0.087296657	0.035298733	0.007783895	0.194532526	0.10360225	0.044818994	0.066259338	0.041255626	0.014922424	0.35650844	0.159408246	0.328332295	0.354602783	0.203852584	0.017503007	0.384981263	0.352375364	0.487079209	0.541683567	0.375115466	0.037878987	0.234279812	0.496079666	0.761611792	0.809602284	0.55975181	0.042572154	0.177380609	0.713034049	0.798804827	0.838266629	0.476863276	0.063430182	0.301527818	0.671297831	0.791686855	0.850977674	0.649898338	0.212391012	0.078440793	0.872329477	0.796552148	0.80123368	0.589080603	0.569405298	0.233112328	0.815487118	0.540019843	0.531955605	0.329022608	0.127834997	0.630306524	0.632591555	0.430280412	0.446818359	0.241572254	0.025981877	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.714212086	0.546623794	0.495309568	0.190921228	0.305410122	0.616801959	0.47266881	0.459662289	0.236315087	0.233856894	0.634712022	0.548231511	0.508442777	0.332443258	0.366492147	0.522613065	0.681672026	0.465290807	0.452603471	0.448516579	0.526478547	0.667202572	0.521575985	0.429906542	0.848167539	0.511532019	0.596463023	0.559099437	0.445927904	0.565445026	0.588841644	0.508038585	0.621013133	0.453938585	0.289703316	0.671176395	0.265273312	0.711069418	0.44459279	0.572425829	0.79177941	0.832797428	0.703564728	0.46728972	0.467713787	0.010470348	0.596812987	0.035009156	-0.056478588	0.409345162	0.158692353	-0.023027241	0.179223381	-0.021367465	0.679640636	-0.088966824	0.529449317	-0.088966824	0.529449317	0.078554562	-0.011764988	0.858610764	0.866025404	-0.5	0.151937413	
1991	5	0.137071202	0.766454355	0.567764934	0.601177487	0.39649692	0.151937413	0.511503475	0.626500403	0.36361836	0.301729549	0.148264186	0.007595115	0.681656577	0.505450171	0.231397522	0.152888524	0.062946327	0.003529753	0.272663317	0.373997126	0.271469279	0.189739344	0.072532855	0.002540067	0.187085615	0.163764325	0.086742346	0.087296657	0.035298733	0.007783895	0.194532526	0.10360225	0.044818994	0.066259338	0.041255626	0.014922424	0.35650844	0.159408246	0.328332295	0.354602783	0.203852584	0.017503007	0.384981263	0.352375364	0.487079209	0.541683567	0.375115466	0.037878987	0.234279812	0.496079666	0.761611792	0.809602284	0.55975181	0.042572154	0.177380609	0.713034049	0.798804827	0.838266629	0.476863276	0.063430182	0.301527818	0.671297831	0.791686855	0.850977674	0.649898338	0.212391012	0.078440793	0.872329477	0.796552148	0.80123368	0.589080603	0.569405298	0.233112328	0.815487118	0.540019843	0.531955605	0.329022608	0.127834997	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.714212086	0.546623794	0.495309568	0.190921228	0.305410122	0.616801959	0.47266881	0.459662289	0.236315087	0.233856894	0.634712022	0.548231511	0.508442777	0.332443258	0.366492147	0.522613065	0.681672026	0.465290807	0.452603471	0.448516579	0.526478547	0.667202572	0.521575985	0.429906542	0.848167539	0.511532019	0.596463023	0.559099437	0.445927904	0.565445026	0.588841644	0.508038585	0.621013133	0.453938585	0.289703316	0.671176395	0.265273312	0.711069418	0.44459279	0.572425829	0.020603619	0.536742257	-0.003729459	-0.064208056	0.351289214	-0.055449566	0.067214584	0.189680085	-0.014741946	0.806002972	0.059642864	0.690050809	0.059642864	0.690050809	-0.01358631	-0.075015766	0.805571486	0.5	-0.866025404	0.436029819	
1991	6	0.300954486	0.836819013	0.745864193	0.773354841	0.535754947	0.436029819	0.137071202	0.766454355	0.567764934	0.601177487	0.39649692	0.151937413	0.511503475	0.626500403	0.36361836	0.301729549	0.148264186	0.007595115	0.681656577	0.505450171	0.231397522	0.152888524	0.062946327	0.003529753	0.272663317	0.373997126	0.271469279	0.189739344	0.072532855	0.002540067	0.187085615	0.163764325	0.086742346	0.087296657	0.035298733	0.007783895	0.194532526	0.10360225	0.044818994	0.066259338	0.041255626	0.014922424	0.35650844	0.159408246	0.328332295	0.354602783	0.203852584	0.017503007	0.384981263	0.352375364	0.487079209	0.541683567	0.375115466	0.037878987	0.234279812	0.496079666	0.761611792	0.809602284	0.55975181	0.042572154	0.177380609	0.713034049	0.798804827	0.838266629	0.476863276	0.063430182	0.301527818	0.671297831	0.791686855	0.850977674	0.649898338	0.212391012	0.078440793	0.872329477	0.796552148	0.80123368	0.589080603	0.569405298	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.714212086	0.546623794	0.495309568	0.190921228	0.305410122	0.616801959	0.47266881	0.459662289	0.236315087	0.233856894	0.634712022	0.548231511	0.508442777	0.332443258	0.366492147	0.522613065	0.681672026	0.465290807	0.452603471	0.448516579	0.526478547	0.667202572	0.521575985	0.429906542	0.848167539	0.511532019	0.596463023	0.559099437	0.445927904	0.565445026	0.588841644	0.508038585	0.621013133	0.453938585	0.289703316	-0.021040413	0.502940496	0.034587194	-0.001408524	0.292602221	-0.188464287	0.136489769	0.247762742	0.023722676	0.804915879	0.036345066	0.78716532	0.036345066	0.78716532	-0.064335492	-0.106669243	0.660532457	1.22515E-16	-1	0.211205648	
1991	7	0.310464111	0.728261821	0.83879006	0.850198958	0.604276196	0.211205648	0.300954486	0.836819013	0.745864193	0.773354841	0.535754947	0.436029819	0.137071202	0.766454355	0.567764934	0.601177487	0.39649692	0.151937413	0.511503475	0.626500403	0.36361836	0.301729549	0.148264186	0.007595115	0.681656577	0.505450171	0.231397522	0.152888524	0.062946327	0.003529753	0.272663317	0.373997126	0.271469279	0.189739344	0.072532855	0.002540067	0.187085615	0.163764325	0.086742346	0.087296657	0.035298733	0.007783895	0.194532526	0.10360225	0.044818994	0.066259338	0.041255626	0.014922424	0.35650844	0.159408246	0.328332295	0.354602783	0.203852584	0.017503007	0.384981263	0.352375364	0.487079209	0.541683567	0.375115466	0.037878987	0.234279812	0.496079666	0.761611792	0.809602284	0.55975181	0.042572154	0.177380609	0.713034049	0.798804827	0.838266629	0.476863276	0.063430182	0.301527818	0.671297831	0.791686855	0.850977674	0.649898338	0.212391012	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.714212086	0.546623794	0.495309568	0.190921228	0.305410122	0.616801959	0.47266881	0.459662289	0.236315087	0.233856894	0.634712022	0.548231511	0.508442777	0.332443258	0.366492147	0.522613065	0.681672026	0.465290807	0.452603471	0.448516579	0.526478547	0.667202572	0.521575985	0.429906542	0.848167539	0.511532019	0.596463023	0.559099437	0.445927904	0.565445026	-0.01068358	0.482087137	-0.047694402	0.041231087	0.25106245	0.120570336	0.03494439	0.326526005	0.026289057	0.747032057	-0.032440384	0.828949811	-0.032440384	0.828949811	0.057615042	-0.101653966	0.454074554	-0.5	-0.866025404	0.081210652	
1991	8	0.197415201	0.676392161	0.803777024	0.859088303	0.650730707	0.081210652	0.310464111	0.728261821	0.83879006	0.850198958	0.604276196	0.211205648	0.300954486	0.836819013	0.745864193	0.773354841	0.535754947	0.436029819	0.137071202	0.766454355	0.567764934	0.601177487	0.39649692	0.151937413	0.511503475	0.626500403	0.36361836	0.301729549	0.148264186	0.007595115	0.681656577	0.505450171	0.231397522	0.152888524	0.062946327	0.003529753	0.272663317	0.373997126	0.271469279	0.189739344	0.072532855	0.002540067	0.187085615	0.163764325	0.086742346	0.087296657	0.035298733	0.007783895	0.194532526	0.10360225	0.044818994	0.066259338	0.041255626	0.014922424	0.35650844	0.159408246	0.328332295	0.354602783	0.203852584	0.017503007	0.384981263	0.352375364	0.487079209	0.541683567	0.375115466	0.037878987	0.234279812	0.496079666	0.761611792	0.809602284	0.55975181	0.042572154	0.177380609	0.713034049	0.798804827	0.838266629	0.476863276	0.063430182	0.652364386	0.709003215	0.594746717	0.40987984	0.492146597	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.714212086	0.546623794	0.495309568	0.190921228	0.305410122	0.616801959	0.47266881	0.459662289	0.236315087	0.233856894	0.634712022	0.548231511	0.508442777	0.332443258	0.366492147	0.522613065	0.681672026	0.465290807	0.452603471	0.448516579	0.526478547	0.667202572	0.521575985	0.429906542	0.848167539	0.00050245	0.478198236	-0.057355249	0.042250614	0.260851563	0.06257579	-0.141878853	0.36222244	-0.041775983	0.672252249	-0.01891851	0.795283531	-0.01891851	0.795283531	0.035338603	-0.080556919	0.260513346	-0.866025404	-0.5	0.040680399	
1991	9	0.106441177	0.55276081	0.679977004	0.734408646	0.494027912	0.040680399	0.197415201	0.676392161	0.803777024	0.859088303	0.650730707	0.081210652	0.310464111	0.728261821	0.83879006	0.850198958	0.604276196	0.211205648	0.300954486	0.836819013	0.745864193	0.773354841	0.535754947	0.436029819	0.137071202	0.766454355	0.567764934	0.601177487	0.39649692	0.151937413	0.511503475	0.626500403	0.36361836	0.301729549	0.148264186	0.007595115	0.681656577	0.505450171	0.231397522	0.152888524	0.062946327	0.003529753	0.272663317	0.373997126	0.271469279	0.189739344	0.072532855	0.002540067	0.187085615	0.163764325	0.086742346	0.087296657	0.035298733	0.007783895	0.194532526	0.10360225	0.044818994	0.066259338	0.041255626	0.014922424	0.35650844	0.159408246	0.328332295	0.354602783	0.203852584	0.017503007	0.384981263	0.352375364	0.487079209	0.541683567	0.375115466	0.037878987	0.234279812	0.496079666	0.761611792	0.809602284	0.55975181	0.042572154	0.535240304	0.588424437	0.52532833	0.536715621	0.785340314	0.652364386	0.709003215	0.594746717	0.40987984	0.492146597	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.714212086	0.546623794	0.495309568	0.190921228	0.305410122	0.616801959	0.47266881	0.459662289	0.236315087	0.233856894	0.634712022	0.548231511	0.508442777	0.332443258	0.366492147	0.522613065	0.681672026	0.465290807	0.452603471	0.448516579	0.01341684	0.495016771	-0.046399707	0.013685613	0.286008527	-0.050614468	-0.135412737	0.357782083	0.023198213	0.529356018	0.007438621	0.615883862	0.007438621	0.615883862	-0.044317858	-0.005424764	0.119822708	-1	-1.83772E-16	0.019914127	
1991	10	0.252137984	0.329222862	0.508260077	0.576102825	0.36162287	0.019914127	0.106441177	0.55276081	0.679977004	0.734408646	0.494027912	0.040680399	0.197415201	0.676392161	0.803777024	0.859088303	0.650730707	0.081210652	0.310464111	0.728261821	0.83879006	0.850198958	0.604276196	0.211205648	0.300954486	0.836819013	0.745864193	0.773354841	0.535754947	0.436029819	0.137071202	0.766454355	0.567764934	0.601177487	0.39649692	0.151937413	0.511503475	0.626500403	0.36361836	0.301729549	0.148264186	0.007595115	0.681656577	0.505450171	0.231397522	0.152888524	0.062946327	0.003529753	0.272663317	0.373997126	0.271469279	0.189739344	0.072532855	0.002540067	0.187085615	0.163764325	0.086742346	0.087296657	0.035298733	0.007783895	0.194532526	0.10360225	0.044818994	0.066259338	0.041255626	0.014922424	0.35650844	0.159408246	0.328332295	0.354602783	0.203852584	0.017503007	0.384981263	0.352375364	0.487079209	0.541683567	0.375115466	0.037878987	0.517201392	0.480707395	0.630393996	0.542056075	0.137870855	0.535240304	0.588424437	0.52532833	0.536715621	0.785340314	0.652364386	0.709003215	0.594746717	0.40987984	0.492146597	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.714212086	0.546623794	0.495309568	0.190921228	0.305410122	0.616801959	0.47266881	0.459662289	0.236315087	0.233856894	0.634712022	0.548231511	0.508442777	0.332443258	0.366492147	-0.004474187	0.494399478	0.010755257	-0.0654921	0.297827787	-0.055690619	0.107328428	0.320573718	0.031071697	0.321428841	0.014515475	0.326171684	0.014515475	0.326171684	-0.010184779	0.102631295	0.073181627	-0.866025404	0.5	0.008956089	
1991	11	0.449247301	0.098226872	0.170105289	0.267314285	0.150389348	0.008956089	0.252137984	0.329222862	0.508260077	0.576102825	0.36162287	0.019914127	0.106441177	0.55276081	0.679977004	0.734408646	0.494027912	0.040680399	0.197415201	0.676392161	0.803777024	0.859088303	0.650730707	0.081210652	0.310464111	0.728261821	0.83879006	0.850198958	0.604276196	0.211205648	0.300954486	0.836819013	0.745864193	0.773354841	0.535754947	0.436029819	0.137071202	0.766454355	0.567764934	0.601177487	0.39649692	0.151937413	0.511503475	0.626500403	0.36361836	0.301729549	0.148264186	0.007595115	0.681656577	0.505450171	0.231397522	0.152888524	0.062946327	0.003529753	0.272663317	0.373997126	0.271469279	0.189739344	0.072532855	0.002540067	0.187085615	0.163764325	0.086742346	0.087296657	0.035298733	0.007783895	0.194532526	0.10360225	0.044818994	0.066259338	0.041255626	0.014922424	0.35650844	0.159408246	0.328332295	0.354602783	0.203852584	0.017503007	0.586393506	0.588424437	0.673545966	0.562082777	0.577661431	0.517201392	0.480707395	0.630393996	0.542056075	0.137870855	0.535240304	0.588424437	0.52532833	0.536715621	0.785340314	0.652364386	0.709003215	0.594746717	0.40987984	0.492146597	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.714212086	0.546623794	0.495309568	0.190921228	0.305410122	0.616801959	0.47266881	0.459662289	0.236315087	0.233856894	0.031408614	0.481730521	-0.00474469	-0.118129152	0.291502316	0.04347913	0.202940006	0.262866382	-0.012628532	0.148404184	0.011692611	0.134062982	0.011692611	0.134062982	0.006598986	0.138444838	0.134580318	-0.5	0.866025404	0.007099017	
1991	12	0.084702604	0.202271275	0.203144828	0.160244397	0.066672867	0.007099017	0.449247301	0.098226872	0.170105289	0.267314285	0.150389348	0.008956089	0.252137984	0.329222862	0.508260077	0.576102825	0.36162287	0.019914127	0.106441177	0.55276081	0.679977004	0.734408646	0.494027912	0.040680399	0.197415201	0.676392161	0.803777024	0.859088303	0.650730707	0.081210652	0.310464111	0.728261821	0.83879006	0.850198958	0.604276196	0.211205648	0.300954486	0.836819013	0.745864193	0.773354841	0.535754947	0.436029819	0.137071202	0.766454355	0.567764934	0.601177487	0.39649692	0.151937413	0.511503475	0.626500403	0.36361836	0.301729549	0.148264186	0.007595115	0.681656577	0.505450171	0.231397522	0.152888524	0.062946327	0.003529753	0.272663317	0.373997126	0.271469279	0.189739344	0.072532855	0.002540067	0.187085615	0.163764325	0.086742346	0.087296657	0.035298733	0.007783895	0.194532526	0.10360225	0.044818994	0.066259338	0.041255626	0.014922424	0.757505476	0.585209003	0.769230769	0.459279039	0.617801047	0.586393506	0.588424437	0.673545966	0.562082777	0.577661431	0.517201392	0.480707395	0.630393996	0.542056075	0.137870855	0.535240304	0.588424437	0.52532833	0.536715621	0.785340314	0.652364386	0.709003215	0.594746717	0.40987984	0.492146597	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.714212086	0.546623794	0.495309568	0.190921228	0.305410122	-0.034817246	0.523320782	0.049117257	-0.083305529	0.253387718	0.123553779	-0.014083372	0.247775118	-0.061480283	0.110638462	-0.051165074	0.129583285	-0.051165074	0.129583285	-0.016023282	0.06799071	0.271521294	-2.4503E-16	1	0.007257066	
1992	1	0.110886903	0.164157995	0.225629312	0.144178882	0.058054093	0.007257066	0.084702604	0.202271275	0.203144828	0.160244397	0.066672867	0.007099017	0.449247301	0.098226872	0.170105289	0.267314285	0.150389348	0.008956089	0.252137984	0.329222862	0.508260077	0.576102825	0.36162287	0.019914127	0.106441177	0.55276081	0.679977004	0.734408646	0.494027912	0.040680399	0.197415201	0.676392161	0.803777024	0.859088303	0.650730707	0.081210652	0.310464111	0.728261821	0.83879006	0.850198958	0.604276196	0.211205648	0.300954486	0.836819013	0.745864193	0.773354841	0.535754947	0.436029819	0.137071202	0.766454355	0.567764934	0.601177487	0.39649692	0.151937413	0.511503475	0.626500403	0.36361836	0.301729549	0.148264186	0.007595115	0.681656577	0.505450171	0.231397522	0.152888524	0.062946327	0.003529753	0.272663317	0.373997126	0.271469279	0.189739344	0.072532855	0.002540067	0.187085615	0.163764325	0.086742346	0.087296657	0.035298733	0.007783895	0.62053859	0.490353698	0.77673546	0.49799733	0.759162304	0.757505476	0.585209003	0.769230769	0.459279039	0.617801047	0.586393506	0.588424437	0.673545966	0.562082777	0.577661431	0.517201392	0.480707395	0.630393996	0.542056075	0.137870855	0.535240304	0.588424437	0.52532833	0.536715621	0.785340314	0.652364386	0.709003215	0.594746717	0.40987984	0.492146597	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.002855648	0.629056736	-0.024471159	-0.017877787	0.246152684	-0.171738798	-0.135594158	0.257148683	0.081686747	0.201769237	0.076913086	0.176872068	0.076913086	0.176872068	-0.003336191	0.027268146	0.4643893	0.5	0.866025404	0.002381175	
