Year	Mnth	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	prcp(mm/day)	srad(W/m2)	tmax(C)	tmin(C)	vp(Pa)	StrFlow(m3/s)	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	AO	NAO	NINO	PDO	PNA	NINO_db6_J1_W1	NINO_db6_J1_V1	PDO_fk4_J2_W1	PDO_fk4_J2_W2	PDO_fk4_J2_V2	srad_db4_J2_W1	srad_db4_J2_W2	srad_db4_J2_V2	tmax_fk14_J1_W1	tmax_fk14_J1_V1	tmin_fk14_J1_W1	tmin_fk14_J1_V1	Vp_db3_J2_W1	Vp_db3_J2_W2	Vp_db3_J2_V2	CSI-S	CSI-C	Output_StrFlow(m3/s)
1991	6	0.016067411	0.805921104	0.59766807	0.559642146	0.493273957	0.33225733	0.034502551	0.795344139	0.34818438	0.287904358	0.334695259	0.265761339	0.007641019	0.809827183	0.28842166	0.185977716	0.232737516	0.089827757	0.729525491	0.390089554	0.069389148	0.056489843	0.137635733	0.028786317	0.073155339	0.258110213	0.366928298	0.329320036	0.354987128	0.001696503	0.026569656	0.166802298	0.29691983	0.249972175	0.282403137	0.000994982	0.054279369	0.105968855	0.168139132	0.074525256	0.142106313	0.00074867	0.049969321	0.146246388	0.355578727	0.299706108	0.079697652	0.000639469	0.005937796	0.288101427	0.554746647	0.518430498	0.094897769	0.000604583	0.022317667	0.375983503	0.655317096	0.641911268	0.162041283	0.001042881	0.00126673	0.573755898	0.752474121	0.689449646	0.278142529	0.006725375	0.037827717	0.71702171	0.809401029	0.738451257	0.364787187	0.055607984	0.004368634	0.852821007	0.645587027	0.581353267	0.234257658	0.114907719	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.714212086	0.546623794	0.495309568	0.190921228	0.305410122	0.616801959	0.47266881	0.459662289	0.236315087	0.233856894	0.634712022	0.548231511	0.508442777	0.332443258	0.366492147	0.522613065	0.681672026	0.465290807	0.452603471	0.448516579	0.526478547	0.667202572	0.521575985	0.429906542	0.848167539	0.511532019	0.596463023	0.559099437	0.445927904	0.565445026	0.588841644	0.508038585	0.621013133	0.453938585	0.289703316	-0.021040413	0.502940496	0.034587194	-0.001408524	0.292602221	-0.064030132	-0.055208148	0.152956228	-8.58E-03	0.647434983	1.47E-02	5.69E-01	0.014587982	-0.012618719	0.310670193	1.22515E-16	-1	0.082527007
1991	7	0	0.848682657	0.852450107	0.763494958	0.197143254	0.082527007	0.016067411	0.805921104	0.59766807	0.559642146	0.493273957	0.33225733	0.034502551	0.795344139	0.34818438	0.287904358	0.334695259	0.265761339	0.007641019	0.809827183	0.28842166	0.185977716	0.232737516	0.089827757	0.729525491	0.390089554	0.069389148	0.056489843	0.137635733	0.028786317	0.073155339	0.258110213	0.366928298	0.329320036	0.354987128	0.001696503	0.026569656	0.166802298	0.29691983	0.249972175	0.282403137	0.000994982	0.054279369	0.105968855	0.168139132	0.074525256	0.142106313	0.00074867	0.049969321	0.146246388	0.355578727	0.299706108	0.079697652	0.000639469	0.005937796	0.288101427	0.554746647	0.518430498	0.094897769	0.000604583	0.022317667	0.375983503	0.655317096	0.641911268	0.162041283	0.001042881	0.00126673	0.573755898	0.752474121	0.689449646	0.278142529	0.006725375	0.037827717	0.71702171	0.809401029	0.738451257	0.364787187	0.055607984	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.714212086	0.546623794	0.495309568	0.190921228	0.305410122	0.616801959	0.47266881	0.459662289	0.236315087	0.233856894	0.634712022	0.548231511	0.508442777	0.332443258	0.366492147	0.522613065	0.681672026	0.465290807	0.452603471	0.448516579	0.526478547	0.667202572	0.521575985	0.429906542	0.848167539	0.511532019	0.596463023	0.559099437	0.445927904	0.565445026	-0.01068358	0.482087137	-0.047694402	0.041231087	0.25106245	-0.04916104	-0.022726874	0.269864911	-2.53E-02	0.758705481	-5.92E-03	6.84E-01	0.121168769	0.110457815	0.28889544	-0.5	-0.866025404	0.00849726
1991	8	0	0.659708676	0.785866859	0.68854717	0.145372592	0.00849726	0	0.848682657	0.852450107	0.763494958	0.197143254	0.082527007	0.016067411	0.805921104	0.59766807	0.559642146	0.493273957	0.33225733	0.034502551	0.795344139	0.34818438	0.287904358	0.334695259	0.265761339	0.007641019	0.809827183	0.28842166	0.185977716	0.232737516	0.089827757	0.729525491	0.390089554	0.069389148	0.056489843	0.137635733	0.028786317	0.073155339	0.258110213	0.366928298	0.329320036	0.354987128	0.001696503	0.026569656	0.166802298	0.29691983	0.249972175	0.282403137	0.000994982	0.054279369	0.105968855	0.168139132	0.074525256	0.142106313	0.00074867	0.049969321	0.146246388	0.355578727	0.299706108	0.079697652	0.000639469	0.005937796	0.288101427	0.554746647	0.518430498	0.094897769	0.000604583	0.022317667	0.375983503	0.655317096	0.641911268	0.162041283	0.001042881	0.00126673	0.573755898	0.752474121	0.689449646	0.278142529	0.006725375	0.652364386	0.709003215	0.594746717	0.40987984	0.492146597	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.714212086	0.546623794	0.495309568	0.190921228	0.305410122	0.616801959	0.47266881	0.459662289	0.236315087	0.233856894	0.634712022	0.548231511	0.508442777	0.332443258	0.366492147	0.522613065	0.681672026	0.465290807	0.452603471	0.448516579	0.526478547	0.667202572	0.521575985	0.429906542	0.848167539	0.00050245	0.478198236	-0.057355249	0.042250614	0.260851563	5.46E-02	0.013706341	0.442422026	4.38E-02	7.81E-01	0.014109992	0.738033559	-0.09658182	0.074883847	0.233401674	-0.866025404	-0.5	0.003385891
1991	9	0.009031783	0.496647629	0.760036148	0.65100371	0.120484165	0.003385891	0	0.659708676	0.785866859	0.68854717	0.145372592	0.00849726	0	0.848682657	0.852450107	0.763494958	0.197143254	0.082527007	0.016067411	0.805921104	0.59766807	0.559642146	0.493273957	0.33225733	0.034502551	0.795344139	0.34818438	0.287904358	0.334695259	0.265761339	0.007641019	0.809827183	0.28842166	0.185977716	0.232737516	0.089827757	0.729525491	0.390089554	0.069389148	0.056489843	0.137635733	0.028786317	0.073155339	0.258110213	0.366928298	0.329320036	0.354987128	0.001696503	0.026569656	0.166802298	0.29691983	0.249972175	0.282403137	0.000994982	0.054279369	0.105968855	0.168139132	0.074525256	0.142106313	0.00074867	0.049969321	0.146246388	0.355578727	0.299706108	0.079697652	0.000639469	0.005937796	0.288101427	0.554746647	0.518430498	0.094897769	0.000604583	0.022317667	0.375983503	0.655317096	0.641911268	0.162041283	0.001042881	0.535240304	0.588424437	0.52532833	0.536715621	0.785340314	0.652364386	0.709003215	0.594746717	0.40987984	0.492146597	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.714212086	0.546623794	0.495309568	0.190921228	0.305410122	0.616801959	0.47266881	0.459662289	0.236315087	0.233856894	0.634712022	0.548231511	0.508442777	0.332443258	0.366492147	0.522613065	0.681672026	0.465290807	0.452603471	0.448516579	0.01341684	0.495016771	-0.046399707	0.013685613	0.286008527	-3.01E-02	0.005740333	0.618411022	-4.47E-02	6.97E-01	-0.041966895	0.67975855	-0.030579202	-0.068624598	0.174368441	-1	-1.83772E-16	0.003390921
1991	10	0.130932353	0.270438501	0.561154716	0.488409079	0.106292217	0.003390921	0.009031783	0.496647629	0.760036148	0.65100371	0.120484165	0.003385891	0	0.659708676	0.785866859	0.68854717	0.145372592	0.00849726	0	0.848682657	0.852450107	0.763494958	0.197143254	0.082527007	0.016067411	0.805921104	0.59766807	0.559642146	0.493273957	0.33225733	0.034502551	0.795344139	0.34818438	0.287904358	0.334695259	0.265761339	0.007641019	0.809827183	0.28842166	0.185977716	0.232737516	0.089827757	0.729525491	0.390089554	0.069389148	0.056489843	0.137635733	0.028786317	0.073155339	0.258110213	0.366928298	0.329320036	0.354987128	0.001696503	0.026569656	0.166802298	0.29691983	0.249972175	0.282403137	0.000994982	0.054279369	0.105968855	0.168139132	0.074525256	0.142106313	0.00074867	0.049969321	0.146246388	0.355578727	0.299706108	0.079697652	0.000639469	0.005937796	0.288101427	0.554746647	0.518430498	0.094897769	0.000604583	0.517201392	0.480707395	0.630393996	0.542056075	0.137870855	0.535240304	0.588424437	0.52532833	0.536715621	0.785340314	0.652364386	0.709003215	0.594746717	0.40987984	0.492146597	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.714212086	0.546623794	0.495309568	0.190921228	0.305410122	0.616801959	0.47266881	0.459662289	0.236315087	0.233856894	0.634712022	0.548231511	0.508442777	0.332443258	0.366492147	-0.004474187	0.494399478	0.010755257	-0.0654921	0.297827787	-1.92E-03	1.57E-02	0.750022898	0.041017931	0.491061951	0.044866649	0.451843489	0.01578495	-0.064779945	0.14278995	-0.866025404	0.5	0.018118985
1991	11	0.085703767	0.164899277	0.384076728	0.336352732	0.379658709	0.018118985	0.130932353	0.270438501	0.561154716	0.488409079	0.106292217	0.003390921	0.009031783	0.496647629	0.760036148	0.65100371	0.120484165	0.003385891	0	0.659708676	0.785866859	0.68854717	0.145372592	0.00849726	0	0.848682657	0.852450107	0.763494958	0.197143254	0.082527007	0.016067411	0.805921104	0.59766807	0.559642146	0.493273957	0.33225733	0.034502551	0.795344139	0.34818438	0.287904358	0.334695259	0.265761339	0.007641019	0.809827183	0.28842166	0.185977716	0.232737516	0.089827757	0.729525491	0.390089554	0.069389148	0.056489843	0.137635733	0.028786317	0.073155339	0.258110213	0.366928298	0.329320036	0.354987128	0.001696503	0.026569656	0.166802298	0.29691983	0.249972175	0.282403137	0.000994982	0.054279369	0.105968855	0.168139132	0.074525256	0.142106313	0.00074867	0.049969321	0.146246388	0.355578727	0.299706108	0.079697652	0.000639469	0.586393506	0.588424437	0.673545966	0.562082777	0.577661431	0.517201392	0.480707395	0.630393996	0.542056075	0.137870855	0.535240304	0.588424437	0.52532833	0.536715621	0.785340314	0.652364386	0.709003215	0.594746717	0.40987984	0.492146597	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.714212086	0.546623794	0.495309568	0.190921228	0.305410122	0.616801959	0.47266881	0.459662289	0.236315087	0.233856894	0.031408614	0.481730521	-0.00474469	-0.118129152	0.291502316	-1.95E-02	1.09E-01	0.806278013	0.002095681	0.305003093	0.009005769	0.226617933	-0.057522755	0.076825848	0.14263885	-0.5	0.866025404	0.008283076
1991	12	0.132436594	0.090168324	0.305388086	0.258602099	0.297429579	0.008283076	0.085703767	0.164899277	0.384076728	0.336352732	0.379658709	0.018118985	0.130932353	0.270438501	0.561154716	0.488409079	0.106292217	0.003390921	0.009031783	0.496647629	0.760036148	0.65100371	0.120484165	0.003385891	0	0.659708676	0.785866859	0.68854717	0.145372592	0.00849726	0	0.848682657	0.852450107	0.763494958	0.197143254	0.082527007	0.016067411	0.805921104	0.59766807	0.559642146	0.493273957	0.33225733	0.034502551	0.795344139	0.34818438	0.287904358	0.334695259	0.265761339	0.007641019	0.809827183	0.28842166	0.185977716	0.232737516	0.089827757	0.729525491	0.390089554	0.069389148	0.056489843	0.137635733	0.028786317	0.073155339	0.258110213	0.366928298	0.329320036	0.354987128	0.001696503	0.026569656	0.166802298	0.29691983	0.249972175	0.282403137	0.000994982	0.054279369	0.105968855	0.168139132	0.074525256	0.142106313	0.00074867	0.757505476	0.585209003	0.769230769	0.459279039	0.617801047	0.586393506	0.588424437	0.673545966	0.562082777	0.577661431	0.517201392	0.480707395	0.630393996	0.542056075	0.137870855	0.535240304	0.588424437	0.52532833	0.536715621	0.785340314	0.652364386	0.709003215	0.594746717	0.40987984	0.492146597	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.714212086	0.546623794	0.495309568	0.190921228	0.305410122	-0.034817246	0.523320782	0.049117257	-0.083305529	0.253387718	0.01925149	0.138518585	0.775354667	-0.018180055	0.278447726	-0.021145788	0.203331818	0.114278838	0.111535886	0.161640118	-2.4503E-16	1	0.010298352
1992	1	0.048879934	0.21907668	0.203225521	0.203522878	0.250884355	0.010298352	0.132436594	0.090168324	0.305388086	0.258602099	0.297429579	0.008283076	0.085703767	0.164899277	0.384076728	0.336352732	0.379658709	0.018118985	0.130932353	0.270438501	0.561154716	0.488409079	0.106292217	0.003390921	0.009031783	0.496647629	0.760036148	0.65100371	0.120484165	0.003385891	0	0.659708676	0.785866859	0.68854717	0.145372592	0.00849726	0	0.848682657	0.852450107	0.763494958	0.197143254	0.082527007	0.016067411	0.805921104	0.59766807	0.559642146	0.493273957	0.33225733	0.034502551	0.795344139	0.34818438	0.287904358	0.334695259	0.265761339	0.007641019	0.809827183	0.28842166	0.185977716	0.232737516	0.089827757	0.729525491	0.390089554	0.069389148	0.056489843	0.137635733	0.028786317	0.073155339	0.258110213	0.366928298	0.329320036	0.354987128	0.001696503	0.026569656	0.166802298	0.29691983	0.249972175	0.282403137	0.000994982	0.62053859	0.490353698	0.77673546	0.49799733	0.759162304	0.757505476	0.585209003	0.769230769	0.459279039	0.617801047	0.586393506	0.588424437	0.673545966	0.562082777	0.577661431	0.517201392	0.480707395	0.630393996	0.542056075	0.137870855	0.535240304	0.588424437	0.52532833	0.536715621	0.785340314	0.652364386	0.709003215	0.594746717	0.40987984	0.492146597	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	0.642829532	0.649517685	0.514071295	0.246995995	0.65095986	0.002855648	0.629056736	-0.024471159	-0.017877787	0.246152684	-0.014725321	0.051379057	0.677376734	0.019483344	0.311371636	0.003781803	0.273406192	-1.20E-02	0.009439686	0.19081711	0.5	0.866025404	0.022617955
1992	2	0.321173319	0.260378077	0.14883604	0.214373009	0.258500086	0.022617955	0.048879934	0.21907668	0.203225521	0.203522878	0.250884355	0.010298352	0.132436594	0.090168324	0.305388086	0.258602099	0.297429579	0.008283076	0.085703767	0.164899277	0.384076728	0.336352732	0.379658709	0.018118985	0.130932353	0.270438501	0.561154716	0.488409079	0.106292217	0.003390921	0.009031783	0.496647629	0.760036148	0.65100371	0.120484165	0.003385891	0	0.659708676	0.785866859	0.68854717	0.145372592	0.00849726	0	0.848682657	0.852450107	0.763494958	0.197143254	0.082527007	0.016067411	0.805921104	0.59766807	0.559642146	0.493273957	0.33225733	0.034502551	0.795344139	0.34818438	0.287904358	0.334695259	0.265761339	0.007641019	0.809827183	0.28842166	0.185977716	0.232737516	0.089827757	0.729525491	0.390089554	0.069389148	0.056489843	0.137635733	0.028786317	0.073155339	0.258110213	0.366928298	0.329320036	0.354987128	0.001696503	0.694240433	0.683279743	0.818011257	0.510013351	0.586387435	0.62053859	0.490353698	0.77673546	0.49799733	0.759162304	0.757505476	0.585209003	0.769230769	0.459279039	0.617801047	0.586393506	0.588424437	0.673545966	0.562082777	0.577661431	0.517201392	0.480707395	0.630393996	0.542056075	0.137870855	0.535240304	0.588424437	0.52532833	0.536715621	0.785340314	0.652364386	0.709003215	0.594746717	0.40987984	0.492146597	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.436799382	0.678456592	0.499061914	0.341789052	0.722513089	-0.011634527	0.736780404	-0.006192242	0.034674604	0.291660451	0.049732652	-0.006212823	0.524637297	-0.00839684	0.249650253	-0.00323687	0.220325474	-0.041204696	-0.091577524	0.226410031	0.866025404	0.5	0.039388421
1992	3	0.20137836	0.50150147	0.203313995	0.221050649	0.25796093	0.039388421	0.321173319	0.260378077	0.14883604	0.214373009	0.258500086	0.022617955	0.048879934	0.21907668	0.203225521	0.203522878	0.250884355	0.010298352	0.132436594	0.090168324	0.305388086	0.258602099	0.297429579	0.008283076	0.085703767	0.164899277	0.384076728	0.336352732	0.379658709	0.018118985	0.130932353	0.270438501	0.561154716	0.488409079	0.106292217	0.003390921	0.009031783	0.496647629	0.760036148	0.65100371	0.120484165	0.003385891	0	0.659708676	0.785866859	0.68854717	0.145372592	0.00849726	0	0.848682657	0.852450107	0.763494958	0.197143254	0.082527007	0.016067411	0.805921104	0.59766807	0.559642146	0.493273957	0.33225733	0.034502551	0.795344139	0.34818438	0.287904358	0.334695259	0.265761339	0.007641019	0.809827183	0.28842166	0.185977716	0.232737516	0.089827757	0.729525491	0.390089554	0.069389148	0.056489843	0.137635733	0.028786317	0.676459219	0.651125402	0.855534709	0.503337784	0.670157068	0.694240433	0.683279743	0.818011257	0.510013351	0.586387435	0.62053859	0.490353698	0.77673546	0.49799733	0.759162304	0.757505476	0.585209003	0.769230769	0.459279039	0.617801047	0.586393506	0.588424437	0.673545966	0.562082777	0.577661431	0.517201392	0.480707395	0.630393996	0.542056075	0.137870855	0.535240304	0.588424437	0.52532833	0.536715621	0.785340314	0.652364386	0.709003215	0.594746717	0.40987984	0.492146597	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.481767813	0.479099678	0.559099437	0.339118825	0.371727749	0.015300923	0.781294908	0.005194776	0.045856056	0.366731961	-0.038380918	-0.029063717	0.350734665	-0.019137175	0.165284054	0.007302921	0.107087775	0.002415464	-0.125876375	0.272414628	1	6.12574E-17	0.198557893
1992	4	0.01987974	0.791443258	0.460467566	0.418345001	0.465628983	0.198557893	0.20137836	0.50150147	0.203313995	0.221050649	0.25796093	0.039388421	0.321173319	0.260378077	0.14883604	0.214373009	0.258500086	0.022617955	0.048879934	0.21907668	0.203225521	0.203522878	0.250884355	0.010298352	0.132436594	0.090168324	0.305388086	0.258602099	0.297429579	0.008283076	0.085703767	0.164899277	0.384076728	0.336352732	0.379658709	0.018118985	0.130932353	0.270438501	0.561154716	0.488409079	0.106292217	0.003390921	0.009031783	0.496647629	0.760036148	0.65100371	0.120484165	0.003385891	0	0.659708676	0.785866859	0.68854717	0.145372592	0.00849726	0	0.848682657	0.852450107	0.763494958	0.197143254	0.082527007	0.016067411	0.805921104	0.59766807	0.559642146	0.493273957	0.33225733	0.034502551	0.795344139	0.34818438	0.287904358	0.334695259	0.265761339	0.007641019	0.809827183	0.28842166	0.185977716	0.232737516	0.089827757	0.48254091	0.810289389	0.91369606	0.560747664	0.527050611	0.676459219	0.651125402	0.855534709	0.503337784	0.670157068	0.694240433	0.683279743	0.818011257	0.510013351	0.586387435	0.62053859	0.490353698	0.77673546	0.49799733	0.759162304	0.757505476	0.585209003	0.769230769	0.459279039	0.617801047	0.586393506	0.588424437	0.673545966	0.562082777	0.577661431	0.517201392	0.480707395	0.630393996	0.542056075	0.137870855	0.535240304	0.588424437	0.52532833	0.536715621	0.785340314	0.652364386	0.709003215	0.594746717	0.40987984	0.492146597	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.617961603	0.557877814	0.696060038	0.269692924	0.647469459	0.004239612	0.7297395	-0.026622826	0.005647944	0.453369829	0.00958968	-0.071916241	0.207304344	-0.019352138	0.210999014	-3.70E-02	0.14144359	-0.042934366	-0.03824713	0.306935222	0.866025404	-0.5	0.234704673
1992	5	0.001187559	0.860099916	0.63715416	0.560635339	0.509922475	0.234704673	0.01987974	0.791443258	0.460467566	0.418345001	0.465628983	0.198557893	0.20137836	0.50150147	0.203313995	0.221050649	0.25796093	0.039388421	0.321173319	0.260378077	0.14883604	0.214373009	0.258500086	0.022617955	0.048879934	0.21907668	0.203225521	0.203522878	0.250884355	0.010298352	0.132436594	0.090168324	0.305388086	0.258602099	0.297429579	0.008283076	0.085703767	0.164899277	0.384076728	0.336352732	0.379658709	0.018118985	0.130932353	0.270438501	0.561154716	0.488409079	0.106292217	0.003390921	0.009031783	0.496647629	0.760036148	0.65100371	0.120484165	0.003385891	0	0.659708676	0.785866859	0.68854717	0.145372592	0.00849726	0	0.848682657	0.852450107	0.763494958	0.197143254	0.082527007	0.016067411	0.805921104	0.59766807	0.559642146	0.493273957	0.33225733	0.034502551	0.795344139	0.34818438	0.287904358	0.334695259	0.265761339	0.722458446	0.934083601	0.885553471	0.655540721	0.757417103	0.48254091	0.810289389	0.91369606	0.560747664	0.527050611	0.676459219	0.651125402	0.855534709	0.503337784	0.670157068	0.694240433	0.683279743	0.818011257	0.510013351	0.586387435	0.62053859	0.490353698	0.77673546	0.49799733	0.759162304	0.757505476	0.585209003	0.769230769	0.459279039	0.617801047	0.586393506	0.588424437	0.673545966	0.562082777	0.577661431	0.517201392	0.480707395	0.630393996	0.542056075	0.137870855	0.535240304	0.588424437	0.52532833	0.536715621	0.785340314	0.652364386	0.709003215	0.594746717	0.40987984	0.492146597	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	0.61229223	0.524115756	0.765478424	0.267022697	0.394415358	0.006254768	0.622993092	-0.040017009	-0.013309571	0.515903008	0.056148606	-0.101702939	0.11202776	0.038938108	0.391100255	0.028716528	0.340327558	0.059721046	0.086568849	0.326568438	0.5	-0.866025404	0.090994735
1992	6	0.032445699	0.790308345	0.621738563	0.567656318	0.201821839	0.090994735	0.001187559	0.860099916	0.63715416	0.560635339	0.509922475	0.234704673	0.01987974	0.791443258	0.460467566	0.418345001	0.465628983	0.198557893	0.20137836	0.50150147	0.203313995	0.221050649	0.25796093	0.039388421	0.321173319	0.260378077	0.14883604	0.214373009	0.258500086	0.022617955	0.048879934	0.21907668	0.203225521	0.203522878	0.250884355	0.010298352	0.132436594	0.090168324	0.305388086	0.258602099	0.297429579	0.008283076	0.085703767	0.164899277	0.384076728	0.336352732	0.379658709	0.018118985	0.130932353	0.270438501	0.561154716	0.488409079	0.106292217	0.003390921	0.009031783	0.496647629	0.760036148	0.65100371	0.120484165	0.003385891	0	0.659708676	0.785866859	0.68854717	0.145372592	0.00849726	0	0.848682657	0.852450107	0.763494958	0.197143254	0.082527007	0.016067411	0.805921104	0.59766807	0.559642146	0.493273957	0.33225733	0.510758923	0.54340836	0.703564728	0.650200267	0.739965096	0.722458446	0.934083601	0.885553471	0.655540721	0.757417103	0.48254091	0.810289389	0.91369606	0.560747664	0.527050611	0.676459219	0.651125402	0.855534709	0.503337784	0.670157068	0.694240433	0.683279743	0.818011257	0.510013351	0.586387435	0.62053859	0.490353698	0.77673546	0.49799733	0.759162304	0.757505476	0.585209003	0.769230769	0.459279039	0.617801047	0.586393506	0.588424437	0.673545966	0.562082777	0.577661431	0.517201392	0.480707395	0.630393996	0.542056075	0.137870855	0.535240304	0.588424437	0.52532833	0.536715621	0.785340314	0.652364386	0.709003215	0.594746717	0.40987984	0.492146597	0.525447752	0.432475884	0.684803002	0.277703605	0.666666667	0.534853756	0.379421222	0.767354597	0.186915888	0.366492147	-0.008916903	0.556400356	0.011002472	-0.016408234	0.522384199	-0.021090438	-0.103819775	0.10721345	1.03E-02	0.629722507	0.01559459	0.575244895	0.08929088	0.085495263	2.99E-01	1.22515E-16	-1	0.071593892
